decade,total_days,temp_stress_days,hi_stress_days,hx_stress_days,any_stress_days,avg_tmax,avg_hi,avg_hx,max_tmax,max_hi,max_hx,temp_stress_pct,hi_stress_pct,hx_stress_pct,any_stress_pct
1980,3651,546,0,0,546,21.45421660984097,20.671284691165692,21.761175426398577,32.423257446289085,30.469691968879072,32.97523518019527,14.95480690221857,0.0,0.0,14.95480690221857
1990,3650,637,0,0,637,21.73236459392393,20.924364648257136,21.93775538070814,32.37153015136721,30.48165069233606,33.717381272334045,17.452054794520546,0.0,0.0,17.452054794520546
2000,3651,653,0,0,653,21.65588754044271,20.86069713436736,21.908783672988005,32.67695007324221,30.492707502072214,33.41343702170781,17.885510818953712,0.0,0.0,17.885510818953712
2010,3650,1005,4,3,1005,22.88144178834682,21.99643741656471,22.832745521773308,36.61138305664065,34.15657861477081,35.97267704797823,27.534246575342465,0.1095890410958904,0.08219178082191782,27.534246575342465
2020,1825,445,0,1,445,22.58859347408767,21.74432443753898,22.715464897553,34.016397094726585,31.822521877636575,35.18226073275315,24.383561643835616,0.0,0.0547945205479452,24.383561643835616
